Plate,Row,Column,Treatment (Microbe),Treatment (Water),Treatment (Plant) ,600,600 Blank,600 Corrected,Blank 1,Blank 2,Blank 3,Average
5,C,3,UM,DR,M,0.055,0.039,0.016,,,,
5,C,4,WDM,DR,M,0.055,0.046,0.009,,,,
5,C,5,None,DR,M,0.041,0.043,-0.002,,,,
5,C,6,M,DR,M,0.052,0.044,0.008,,,,
5,C,7,DR,DR,M,0.052,0.052,0,,,,
5,C,8,UM,DR,WDM,0.086,0.04,0.046,,,,
5,C,9,WDM,DR,WDM,0.066,0.039,0.027,,,,
5,C,10,DR,DR,WDM,0.049,0.039,0.01,,,,
5,C,11,None,DR,WDM,0.043,0.045,-0.002,,,,
5,C,12,M,DR,WDM,0.058,0.039,0.019,,,,
5,D,1,UM,WDM,DR,0.187,0.038,0.149,,,,
5,D,2,M,WDM,DR,0.051,0.041,0.01,,,,
5,D,3,UM,M,M,0.134,0.044,0.09,,,,
5,D,4,WDM,M,M,0.065,0.041,0.024,,,,
5,D,5,None,M,M,0.051,0.044,0.007,,,,
5,D,6,M,M,M,0.064,0.042,0.022,,,,
5,D,7,DR,M,M,0.051,0.043,0.008,,,,
5,D,8,UM,M,WDM,0.108,0.04,0.068,,,,
5,D,9,WDM,M,WDM,0.086,0.043,0.043,,,,
5,D,10,DR,M,WDM,0.068,0.039,0.029,,,,
5,D,11,None,M,WDM,0.046,0.041,0.005,,,,
5,D,12,M,M,WDM,0.064,0.043,0.021,,,,
5,E,1,UM,M,UM,0.092,0.039,0.053,,,,
5,E,2,M,M,UM,0.589,0.041,0.548,,,,
5,E,3,UM,M,DR,0.094,0.041,0.053,,,,
5,E,4,WDM,M,DR,0.082,0.041,0.041,,,,
5,E,5,None,M,DR,0.049,0.047,0.002,,,,
5,E,6,M,M,DR,0.072,0.042,0.03,,,,
5,E,7,DR,M,DR,0.098,0.051,0.047,,,,
5,E,8,UM,M,UM,0.089,0.043,0.046,,,,
5,E,9,WDM,M,UM,0.078,0.048,0.03,,,,
5,E,10,DR,M,UM,0.071,0.04,0.031,,,,
5,E,11,None,M,UM,0.039,0.041,-0.002,,,,
5,E,12,M,M,UM,0.048,0.043,0.005,,,,
5,F,1,UM,WDM,UM,0.098,0.041,0.057,,,,
5,F,2,M,WDM,UM,0.061,0.041,0.02,,,,
5,F,3,UM,WDM,DR,0.067,0.039,0.028,,,,
5,F,4,WDM,WDM,DR,0.066,0.042,0.024,,,,
5,F,5,None,WDM,DR,0.041,0.045,-0.004,,,,
5,F,6,M,WDM,DR,0.064,0.048,0.016,,,,
5,F,7,DR,WDM,DR,0.057,0.045,0.012,,,,
5,F,8,UM,WDM,UM,0.044,0.042,0.002,,,,
5,F,9,WDM,WDM,UM,0.06,0.04,0.02,,,,
5,F,10,DR,WDM,UM,0.057,0.039,0.018,,,,
5,F,11,None,WDM,UM,0.043,0.041,0.002,,,,
5,F,12,M,WDM,UM,0.061,0.039,0.022,,,,
5,G,1,UM,DR,UM,0.063,0.04,0.023,,,,
5,G,2,M,DR,UM,0.06,0.04,0.02,,,,
5,G,3,UM,UM,DR,0.129,0.04,0.089,,,,
5,G,4,WDM,UM,DR,0.061,0.038,0.023,,,,
5,G,5,None,UM,DR,0.041,0.046,-0.005,,,,
5,G,6,M,UM,DR,0.063,0.043,0.02,,,,
5,G,7,DR,UM,DR,0.079,0.044,0.035,,,,
5,G,8,UM,UM,UM,0.053,0.05,0.003,,,,
5,G,9,WDM,UM,UM,0.073,0.039,0.034,,,,
5,G,10,DR,UM,UM,0.063,0.04,0.023,,,,
5,G,11,None,UM,UM,0.109,0.039,0.07,,,,
5,G,12,M,UM,UM,0.077,0.041,0.036,,,,
5,H,1,UM,UM,UM,0.126,0.049,0.077,,,,
5,H,2,M,UM,UM,0.083,0.039,0.044,,,,
5,H,3,UM,DR,DR,0.096,0.05,0.046,,,,
5,H,4,WDM,DR,DR,0.087,0.039,0.048,,,,
5,H,5,None,DR,DR,0.039,0.046,-0.007,,,,
5,H,6,M,DR,DR,0.065,0.043,0.022,,,,
5,H,7,DR,DR,DR,0.063,0.04,0.023,,,,
5,H,8,UM,DR,UM,0.047,0.073,-0.026,,,,
5,H,9,WDM,DR,UM,0.052,0.044,0.008,,,,
5,H,10,DR,DR,UM,0.109,0.041,0.068,,,,
5,H,11,None,DR,UM,0.04,0.039,0.001,,,,
5,H,12,M,DR,UM,0.277,0.042,0.235,,,,
6,A,1,WDM,WDM,WDM,0.059,0.044,0.015,,,,
6,A,2,M,WDM,WDM,0.049,0.044,0.005,,,,
6,A,3,DR,WDM,WDM,0.049,0.049,0,,,,
6,A,4,None,WDM,WDM,0.043,0.045,-0.002,,,,
6,A,5,UM,WDM,WDM,0.043,0.04,0.003,,,,
6,A,6,M,WDM,M,0.057,0.039,0.018,,,,
6,A,7,None,WDM,M,0.042,0.04,0.002,,,,
6,A,8,WDM,WDM,M,0.062,0.038,0.024,,,,
6,A,9,DR,WDM,M,0.229,0.038,0.191,,,,
6,A,10,UM,WDM,M,0.05,0.143,-0.093,,,,
6,A,11,M,M,M,0.081,0.043,0.038,,,,
6,A,12,UM,M,M,0.055,0.04,0.015,,,,
6,B,1,WDM,DR,WDM,0.238,0.039,0.199,,,,
6,B,2,M,DR,WDM,0.088,0.038,0.05,,,,
6,B,3,DR,DR,WDM,0.306,0.038,0.268,,,,
6,B,4,None,DR,WDM,0.042,0.04,0.002,,,,
6,B,5,UM,DR,WDM,0.045,0.04,0.005,,,,
6,B,6,M,DR,M,0.047,0.04,0.007,,,,
6,B,7,None,DR,M,0.041,0.04,0.001,,,,
6,B,8,WDM,DR,M,0.11,0.04,0.07,,,,
6,B,9,DR,DR,M,0.05,0.039,0.011,,,,
6,B,10,UM,DR,M,0.063,0.04,0.023,,,,
6,B,11,M,DR,M,0.051,0.038,0.013,,,,
6,B,12,UM,DR,M,0.069,0.038,0.031,,,,
6,C,1,WDM,M,WDM,0.081,0.041,0.04,,,,
6,C,2,M,M,WDM,0.065,0.04,0.025,,,,
6,C,3,DR,M,WDM,0.058,0.039,0.019,,,,
6,C,4,None,M,WDM,0.043,0.046,-0.003,,,,
6,C,5,UM,M,WDM,0.05,0.043,0.007,,,,
6,C,6,M,M,M,0.059,0.044,0.015,,,,
6,C,7,None,M,M,0.039,0.052,-0.013,,,,
6,C,8,WDM,M,M,0.051,0.04,0.011,,,,
6,C,9,DR,M,M,0.069,0.039,0.03,,,,
6,C,10,UM,M,M,0.068,0.039,0.029,,,,
6,C,11,M,UM,M,0.063,0.045,0.018,,,,
6,C,12,UM,UM,M,0.072,0.039,0.033,,,,
6,D,1,WDM,UM,WDM,0.055,0.038,0.017,,,,
6,D,2,M,UM,WDM,0.065,0.041,0.024,,,,
6,D,3,DR,UM,WDM,0.051,0.044,0.007,,,,
6,D,4,None,UM,WDM,0.042,0.041,0.001,,,,
6,D,5,UM,UM,WDM,0.045,0.044,0.001,,,,
6,D,6,M,UM,M,0.061,0.042,0.019,,,,
6,D,7,None,UM,M,0.041,0.043,-0.002,,,,
6,D,8,WDM,UM,M,0.11,0.04,0.07,,,,
6,D,9,DR,UM,M,0.056,0.043,0.013,,,,
6,D,10,UM,UM,M,0.044,0.039,0.005,,,,
6,D,11,M,WDM,M,0.049,0.041,0.008,,,,
6,D,12,UM,WDM,M,0.047,0.043,0.004,,,,
6,E,1,WDM,DR,UM,0.056,0.039,0.017,,,,
6,E,2,M,DR,UM,0.077,0.041,0.036,,,,
6,E,3,DR,DR,UM,0.076,0.041,0.035,,,,
6,E,4,None,DR,UM,0.04,0.041,-0.001,,,,
6,E,5,UM,DR,UM,0.044,0.047,-0.003,,,,
6,E,6,M,DR,DR,0.054,0.042,0.012,,,,
6,E,7,None,DR,DR,0.048,0.051,-0.003,,,,
6,E,8,WDM,DR,DR,0.051,0.043,0.008,,,,
6,E,9,DR,DR,DR,0.158,0.048,0.11,,,,
6,E,10,UM,DR,DR,0.048,0.04,0.008,,,,
6,E,11,M,UM,WDM,0.096,0.041,0.055,,,,
6,E,12,UM,UM,WDM,0.051,0.043,0.008,,,,
6,F,1,WDM,M,UM,0.067,0.041,0.026,,,,
6,F,2,M,M,UM,0.047,0.041,0.006,,,,
6,F,3,DR,M,UM,0.101,0.039,0.062,,,,
6,F,4,None,M,UM,0.04,0.042,-0.002,,,,
6,F,5,UM,M,UM,0.052,0.045,0.007,,,,
6,F,6,M,M,DR,0.077,0.048,0.029,,,,
6,F,7,None,M,DR,0.039,0.045,-0.006,,,,
6,F,8,WDM,M,DR,0.069,0.042,0.027,,,,
6,F,9,DR,M,DR,0.077,0.04,0.037,,,,
6,F,10,UM,M,DR,0.18,0.039,0.141,,,,
6,F,11,M,WDM,WDM,0.069,0.041,0.028,,,,
6,F,12,UM,WDM,WDM,0.094,0.039,0.055,,,,
6,G,1,WDM,UM,UM,0.058,0.04,0.018,,,,
6,G,2,M,UM,UM,0.066,0.04,0.026,,,,
6,G,3,DR,UM,UM,0.088,0.04,0.048,,,,
6,G,4,None,UM,UM,0.179,0.038,0.141,,,,
6,G,5,UM,UM,UM,0.043,0.046,-0.003,,,,
6,G,6,M,UM,DR,0.15,0.043,0.107,,,,
6,G,7,None,UM,DR,0.112,0.044,0.068,,,,
6,G,8,WDM,UM,DR,0.114,0.05,0.064,,,,
6,G,9,DR,UM,DR,0.067,0.039,0.028,,,,
6,G,10,UM,UM,DR,0.13,0.04,0.09,,,,
6,G,11,M,M,WDM,0.078,0.039,0.039,,,,
6,G,12,UM,M,WDM,0.076,0.041,0.035,,,,
6,H,1,WDM,WDM,UM,0.045,0.049,-0.004,,,,
6,H,2,M,WDM,UM,0.057,0.039,0.018,,,,
6,H,3,DR,WDM,UM,0.048,0.05,-0.002,,,,
6,H,4,None,WDM,UM,0.042,0.039,0.003,,,,
6,H,5,UM,WDM,UM,0.044,0.046,-0.002,,,,
6,H,6,M,WDM,DR,0.082,0.043,0.039,,,,
6,H,7,None,WDM,DR,0.041,0.04,0.001,,,,
6,H,8,WDM,WDM,DR,0.057,0.073,-0.016,,,,
6,H,9,DR,WDM,DR,0.057,0.044,0.013,,,,
6,H,10,UM,WDM,DR,0.061,0.041,0.02,,,,
6,H,11,M,DR,WDM,0.049,0.039,0.01,,,,
6,H,12,UM,DR,WDM,0.066,0.042,0.024,,,,
7,A,1,DR,M,M,0.051,0.044,0.007,,,,
7,A,2,None,M,M,0.04,0.044,-0.004,,,,
7,A,3,WDM,M,M,0.07,0.049,0.021,,,,
7,A,4,UM,M,DR,0.085,0.045,0.04,,,,
7,A,5,None,M,DR,0.04,0.04,0,,,,
7,A,6,M,M,DR,0.075,0.039,0.036,,,,
7,A,7,WDM,M,DR,0.086,0.04,0.046,,,,
7,A,8,DR,M,DR,0.077,0.038,0.039,,,,
7,A,9,DR,UM,DR,0.067,0.038,0.029,,,,
7,A,10,None,UM,DR,0.041,0.143,-0.102,,,,
7,A,11,WDM,UM,DR,0.081,0.043,0.038,,,,
7,A,12,UM,UM,DR,0.056,0.04,0.016,,,,
7,B,1,DR,DR,M,0.049,0.039,0.01,,,,
7,B,2,None,DR,M,0.039,0.038,0.001,,,,
7,B,3,WDM,DR,M,0.069,0.038,0.031,,,,
7,B,4,UM,DR,DR,0.065,0.04,0.025,,,,
7,B,5,None,DR,DR,2.321,0.04,2.281,,,,
7,B,6,M,DR,DR,0.05,0.04,0.01,,,,
7,B,7,WDM,DR,DR,0.08,0.04,0.04,,,,
7,B,8,DR,DR,DR,0.052,0.04,0.012,,,,
7,B,9,DR,M,DR,0.079,0.039,0.04,,,,
7,B,10,None,M,DR,0.038,0.04,-0.002,,,,
7,B,11,WDM,M,DR,0.104,0.038,0.066,,,,
7,B,12,UM,M,DR,0.123,0.038,0.085,,,,
7,C,1,DR,UM,M,0.212,0.041,0.171,,,,
7,C,2,None,UM,M,0.043,0.04,0.003,,,,
7,C,3,WDM,UM,M,0.066,0.039,0.027,,,,
7,C,4,UM,UM,DR,0.206,0.046,0.16,,,,
7,C,5,None,UM,DR,0.04,0.043,-0.003,,,,
7,C,6,M,UM,DR,0.064,0.044,0.02,,,,
7,C,7,WDM,UM,DR,0.047,0.052,-0.005,,,,
7,C,8,DR,UM,DR,0.048,0.04,0.008,,,,
7,C,9,DR,DR,DR,0.04,0.039,0.001,,,,
7,C,10,None,DR,DR,0.039,0.039,0,,,,
7,C,11,WDM,DR,DR,0.076,0.045,0.031,,,,
7,C,12,UM,DR,DR,0.138,0.039,0.099,,,,
7,D,1,DR,WDM,M,0.068,0.038,0.03,,,,
7,D,2,None,WDM,M,0.039,0.041,-0.002,,,,
7,D,3,WDM,WDM,M,0.051,0.044,0.007,,,,
7,D,4,UM,WDM,DR,0.041,0.041,0,,,,
7,D,5,None,WDM,DR,0.04,0.044,-0.004,,,,
7,D,6,M,WDM,DR,0.053,0.042,0.011,,,,
7,D,7,WDM,WDM,DR,0.069,0.043,0.026,,,,
7,D,8,DR,WDM,DR,0.121,0.04,0.081,,,,
7,D,9,DR,WDM,DR,0.174,0.043,0.131,,,,
7,D,10,None,WDM,DR,0.039,0.039,0,,,,
7,D,11,WDM,WDM,DR,0.237,0.041,0.196,,,,
7,D,12,UM,WDM,DR,0.088,0.043,0.045,,,,
7,E,1,DR,UM,WDM,0.051,0.039,0.012,,,,
7,E,2,None,UM,WDM,0.04,0.041,-0.001,,,,
7,E,3,WDM,UM,WDM,0.046,0.041,0.005,,,,
7,E,4,UM,UM,UM,0.082,0.041,0.041,,,,
7,E,5,None,UM,UM,0.043,0.047,-0.004,,,,
7,E,6,M,UM,UM,0.076,0.042,0.034,,,,
7,E,7,WDM,UM,UM,0.069,0.051,0.018,,,,
7,E,8,DR,UM,UM,0.076,0.043,0.033,,,,
7,E,9,DR,UM,UM,0.076,0.048,0.028,,,,
7,E,10,None,UM,UM,0.041,0.04,0.001,,,,
7,E,11,WDM,UM,UM,0.079,0.041,0.038,,,,
7,E,12,UM,UM,UM,0.052,0.043,0.009,,,,
7,F,1,DR,WDM,WDM,0.05,0.041,0.009,,,,
7,F,2,None,WDM,WDM,0.039,0.041,-0.002,,,,
7,F,3,WDM,WDM,WDM,0.045,0.039,0.006,,,,
7,F,4,UM,WDM,UM,0.048,0.042,0.006,,,,
7,F,5,None,WDM,UM,0.039,0.045,-0.006,,,,
7,F,6,M,WDM,UM,0.054,0.048,0.006,,,,
7,F,7,WDM,WDM,UM,0.075,0.045,0.03,,,,
7,F,8,DR,WDM,UM,0.057,0.042,0.015,,,,
7,F,9,DR,M,UM,0.135,0.04,0.095,,,,
7,F,10,None,M,UM,0.047,0.039,0.008,,,,
7,F,11,WDM,M,UM,0.055,0.041,0.014,,,,
7,F,12,UM,M,UM,0.06,0.039,0.021,,,,
7,G,1,DR,M,WDM,0.053,0.04,0.013,,,,
7,G,2,None,M,WDM,0.066,0.04,0.026,,,,
7,G,3,WDM,M,WDM,0.048,0.04,0.008,,,,
7,G,4,UM,M,UM,0.049,0.038,0.011,,,,
7,G,5,None,M,UM,0.046,0.046,0,,,,
7,G,6,M,M,UM,0.052,0.043,0.009,,,,
7,G,7,WDM,M,UM,0.05,0.044,0.006,,,,
7,G,8,DR,M,UM,0.064,0.05,0.014,,,,
7,G,9,DR,WDM,UM,0.054,0.039,0.015,,,,
7,G,10,None,WDM,UM,0.041,0.04,0.001,,,,
7,G,11,WDM,WDM,UM,0.058,0.039,0.019,,,,
7,G,12,UM,WDM,UM,0.045,0.041,0.004,,,,
7,H,1,DR,DR,WDM,0.047,0.049,-0.002,,,,
7,H,2,None,DR,WDM,0.046,0.039,0.007,,,,
7,H,3,WDM,DR,WDM,0.059,0.05,0.009,,,,
7,H,4,UM,DR,UM,0.07,0.039,0.031,,,,
7,H,5,None,DR,UM,0.043,0.046,-0.003,,,,
7,H,6,M,DR,UM,0.049,0.043,0.006,,,,
7,H,7,WDM,DR,UM,0.061,0.04,0.021,,,,
7,H,8,DR,DR,UM,0.049,0.073,-0.024,,,,
7,H,9,DR,DR,UM,0.057,0.044,0.013,,,,
7,H,10,None,DR,UM,0.064,0.041,0.023,,,,
7,H,11,WDM,DR,UM,0.065,0.039,0.026,,,,
7,H,12,UM,DR,UM,0.057,0.042,0.015,,,,
8,A,1,M,UM,DR,0.086,0.044,0.042,,,,
8,A,2,WDM,UM,WDM,0.072,0.044,0.028,,,,
8,A,3,DR,UM,WDM,0.08,0.049,0.031,,,,
8,A,4,None,UM,WDM,0.046,0.045,0.001,,,,
8,A,5,M,UM,WDM,0.055,0.04,0.015,,,,
8,A,6,UM,UM,WDM,0.053,0.039,0.014,,,,
8,A,7,UM,DR,UM,0.055,0.04,0.015,,,,
8,A,8,WDM,DR,UM,0.06,0.038,0.022,,,,
8,A,9,DR,DR,UM,0.062,0.038,0.024,,,,
8,A,10,None,DR,UM,0.054,0.143,-0.089,,,,
8,A,11,M,DR,UM,0.079,0.043,0.036,,,,
8,A,12,None,DR,WDM,0.053,0.04,0.013,,,,
8,B,1,M,M,DR,0.108,0.039,0.069,,,,
8,B,2,WDM,M,WDM,0.074,0.038,0.036,,,,
8,B,3,DR,M,WDM,0.068,0.038,0.03,,,,
8,B,4,None,M,WDM,0.053,0.04,0.013,,,,
8,B,5,M,M,WDM,0.062,0.04,0.022,,,,
8,B,6,UM,M,WDM,0.076,0.04,0.036,,,,
8,B,7,UM,UM,UM,0.064,0.04,0.024,,,,
8,B,8,WDM,UM,UM,0.063,0.04,0.023,,,,
8,B,9,DR,UM,UM,0.06,0.039,0.021,,,,
8,B,10,None,UM,UM,0.044,0.04,0.004,,,,
8,B,11,M,UM,UM,0.065,0.038,0.027,,,,
8,B,12,None,UM,WDM,0.044,0.038,0.006,,,,
8,C,1,M,DR,DR,0.072,0.041,0.031,,,,
8,C,2,WDM,DR,WDM,0.267,0.04,0.227,,,,
8,C,3,DR,DR,WDM,0.054,0.039,0.015,,,,
8,C,4,None,DR,WDM,0.052,0.046,0.006,,,,
8,C,5,M,DR,WDM,0.076,0.043,0.033,,,,
8,C,6,UM,DR,WDM,0.055,0.044,0.011,,,,
8,C,7,UM,M,UM,0.196,0.052,0.144,,,,
8,C,8,WDM,M,UM,0.096,0.04,0.056,,,,
8,C,9,DR,M,UM,0.062,0.039,0.023,,,,
8,C,10,None,M,UM,0.054,0.039,0.015,,,,
8,C,11,M,M,UM,0.061,0.045,0.016,,,,
8,C,12,None,M,WDM,0.04,0.039,0.001,,,,
8,D,1,M,WDM,DR,0.066,0.038,0.028,,,,
8,D,2,WDM,WDM,WDM,0.081,0.041,0.04,,,,
8,D,3,DR,WDM,WDM,0.05,0.044,0.006,,,,
8,D,4,None,WDM,WDM,0.042,0.041,0.001,,,,
8,D,5,M,WDM,WDM,0.054,0.044,0.01,,,,
8,D,6,UM,WDM,WDM,0.047,0.042,0.005,,,,
8,D,7,UM,WDM,UM,0.07,0.043,0.027,,,,
8,D,8,WDM,WDM,UM,0.051,0.04,0.011,,,,
8,D,9,DR,WDM,UM,0.053,0.043,0.01,,,,
8,D,10,None,WDM,UM,0.05,0.039,0.011,,,,
8,D,11,M,WDM,UM,0.062,0.041,0.021,,,,
8,D,12,None,WDM,WDM,0.043,0.043,0,,,,
8,E,1,M,UM,UM,0.068,0.039,0.029,,,,
8,E,2,WDM,UM,M,0.074,0.041,0.033,,,,
8,E,3,DR,UM,M,0.1,0.041,0.059,,,,
8,E,4,None,UM,M,0.103,0.041,0.062,,,,
8,E,5,M,UM,M,0.086,0.047,0.039,,,,
8,E,6,UM,UM,M,0.056,0.042,0.014,,,,
8,E,7,UM,DR,M,0.055,0.051,0.004,,,,
8,E,8,WDM,DR,M,0.06,0.043,0.017,,,,
8,E,9,DR,DR,M,0.056,0.048,0.008,,,,
8,E,10,None,DR,M,0.044,0.04,0.004,,,,
8,E,11,M,DR,M,0.059,0.041,0.018,,,,
8,E,12,None,DR,DR,0.047,0.043,0.004,,,,
8,F,1,M,M,UM,0.082,0.041,0.041,,,,
8,F,2,WDM,M,M,0.06,0.041,0.019,,,,
8,F,3,DR,M,M,0.068,0.039,0.029,,,,
8,F,4,None,M,M,0.048,0.042,0.006,,,,
8,F,5,M,M,M,0.06,0.045,0.015,,,,
8,F,6,UM,M,M,0.054,0.048,0.006,,,,
8,F,7,UM,WDM,M,0.045,0.045,0,,,,
8,F,8,WDM,WDM,M,0.052,0.042,0.01,,,,
8,F,9,DR,WDM,M,0.073,0.04,0.033,,,,
8,F,10,None,WDM,M,0.06,0.039,0.021,,,,
8,F,11,M,WDM,M,0.052,0.041,0.011,,,,
8,F,12,None,WDM,DR,0.039,0.039,0,,,,
8,G,1,M,WDM,UM,0.085,0.04,0.045,,,,
8,G,2,WDM,WDM,M,0.072,0.04,0.032,,,,
8,G,3,DR,WDM,M,0.186,0.04,0.146,,,,
8,G,4,None,WDM,M,0.05,0.038,0.012,,,,
8,G,5,M,WDM,M,0.053,0.046,0.007,,,,
8,G,6,UM,WDM,M,0.092,0.043,0.049,,,,
8,G,7,UM,UM,M,0.061,0.044,0.017,,,,
8,G,8,WDM,UM,M,0.089,0.05,0.039,,,,
8,G,9,DR,UM,M,0.046,0.039,0.007,,,,
8,G,10,None,UM,M,0.057,0.04,0.017,,,,
8,G,11,M,UM,M,0.076,0.039,0.037,,,,
8,G,12,None,UM,DR,0.04,0.041,-0.001,,,,
8,H,1,M,DR,UM,0.079,0.049,0.03,,,,
8,H,2,WDM,DR,M,0.071,0.039,0.032,,,,
8,H,3,DR,DR,M,0.202,0.05,0.152,,,,
8,H,4,None,DR,M,0.047,0.039,0.008,,,,
8,H,5,M,DR,M,0.064,0.046,0.018,,,,
8,H,6,UM,DR,M,0.051,0.043,0.008,,,,
8,H,7,UM,M,M,0.062,0.04,0.022,,,,
8,H,8,WDM,M,M,0.073,0.073,0,,,,
8,H,9,DR,M,M,0.065,0.044,0.021,,,,
8,H,10,None,M,M,0.044,0.041,0.003,,,,
8,H,11,M,M,M,0.07,0.039,0.031,,,,
8,H,12,None,M,DR,0.041,0.042,-0.001,,,,
9,A,1,M,DR,WDM,0.045,0.044,0.001,,,,
9,A,2,DR,DR,WDM,0.12,0.044,0.076,,,,
9,A,3,WDM,DR,WDM,0.063,0.049,0.014,,,,
9,A,4,UM,DR,WDM,0.047,0.045,0.002,,,,
9,A,5,DR,UM,DR,0.075,0.04,0.035,,,,
9,A,6,UM,UM,DR,0.071,0.039,0.032,,,,
9,A,7,WDM,UM,DR,0.064,0.04,0.024,,,,
9,A,8,M,UM,DR,0.101,0.038,0.063,,,,
9,A,9,None,UM,DR,0.041,0.038,0.003,,,,
9,A,10,UM,UM,WDM,0.066,0.143,-0.077,,,,
9,A,11,None,UM,WDM,0.05,0.043,0.007,,,,
9,A,12,M,UM,WDM,0.064,0.04,0.024,,,,
9,B,1,M,UM,WDM,0.081,0.039,0.042,,,,
9,B,2,DR,UM,WDM,0.071,0.038,0.033,,,,
9,B,3,WDM,UM,WDM,0.057,0.038,0.019,,,,
9,B,4,UM,UM,WDM,0.088,0.04,0.048,,,,
9,B,5,DR,DR,DR,0.06,0.04,0.02,,,,
9,B,6,UM,DR,DR,0.124,0.04,0.084,,,,
9,B,7,WDM,DR,DR,0.052,0.04,0.012,,,,
9,B,8,M,DR,DR,0.065,0.04,0.025,,,,
9,B,9,None,DR,DR,0.069,0.039,0.03,,,,
9,B,10,UM,DR,WDM,0.05,0.04,0.01,,,,
9,B,11,None,DR,WDM,0.043,0.038,0.005,,,,
9,B,12,M,DR,WDM,0.064,0.038,0.026,,,,
9,C,1,M,M,WDM,0.148,0.041,0.107,,,,
9,C,2,DR,M,WDM,0.17,0.04,0.13,,,,
9,C,3,WDM,M,WDM,0.055,0.039,0.016,,,,
9,C,4,UM,M,WDM,0.071,0.046,0.025,,,,
9,C,5,DR,M,DR,0.088,0.043,0.045,,,,
9,C,6,UM,M,DR,0.108,0.044,0.064,,,,
9,C,7,WDM,M,DR,0.085,0.052,0.033,,,,
9,C,8,M,M,DR,0.108,0.04,0.068,,,,
9,C,9,None,M,DR,0.043,0.039,0.004,,,,
9,C,10,UM,M,WDM,0.048,0.039,0.009,,,,
9,C,11,None,M,WDM,0.05,0.045,0.005,,,,
9,C,12,M,M,WDM,0.071,0.039,0.032,,,,
9,D,1,M,WDM,WDM,0.16,0.038,0.122,,,,
9,D,2,DR,WDM,WDM,0.063,0.041,0.022,,,,
9,D,3,WDM,WDM,WDM,0.044,0.044,0,,,,
9,D,4,UM,WDM,WDM,0.046,0.041,0.005,,,,
9,D,5,DR,WDM,DR,0.042,0.044,-0.002,,,,
9,D,6,UM,WDM,DR,0.519,0.042,0.477,,,,
9,D,7,WDM,WDM,DR,0.217,0.043,0.174,,,,
9,D,8,M,WDM,DR,0.102,0.04,0.062,,,,
9,D,9,None,WDM,DR,0.041,0.043,-0.002,,,,
9,D,10,UM,WDM,WDM,0.044,0.039,0.005,,,,
9,D,11,None,WDM,WDM,0.042,0.041,0.001,,,,
9,D,12,M,WDM,WDM,0.084,0.043,0.041,,,,
9,E,1,M,DR,DR,0.111,0.039,0.072,,,,
9,E,2,DR,DR,DR,0.046,0.041,0.005,,,,
9,E,3,WDM,DR,DR,0.055,0.041,0.014,,,,
9,E,4,UM,DR,DR,0.051,0.041,0.01,,,,
9,E,5,DR,WDM,M,0.048,0.047,0.001,,,,
9,E,6,UM,WDM,M,0.046,0.042,0.004,,,,
9,E,7,WDM,WDM,M,0.059,0.051,0.008,,,,
9,E,8,M,WDM,M,0.052,0.043,0.009,,,,
9,E,9,None,WDM,M,0.039,0.048,-0.009,,,,
9,E,10,UM,WDM,UM,0.05,0.04,0.01,,,,
9,E,11,None,WDM,UM,0.04,0.041,-0.001,,,,
9,E,12,M,WDM,UM,0.064,0.043,0.021,,,,
9,F,1,M,WDM,DR,0.048,0.041,0.007,,,,
9,F,2,DR,WDM,DR,0.073,0.041,0.032,,,,
9,F,3,WDM,WDM,DR,0.05,0.039,0.011,,,,
9,F,4,UM,M,DR,0.062,0.042,0.02,,,,
9,F,5,DR,M,M,0.049,0.045,0.004,,,,
9,F,6,UM,M,M,0.055,0.048,0.007,,,,
9,F,7,WDM,M,M,0.071,0.045,0.026,,,,
9,F,8,M,M,M,0.319,0.042,0.277,,,,
9,F,9,None,M,M,0.039,0.04,-0.001,,,,
9,F,10,UM,M,UM,0.046,0.039,0.007,,,,
9,F,11,None,M,UM,0.05,0.041,0.009,,,,
9,F,12,M,M,UM,0.061,0.039,0.022,,,,
9,G,1,M,UM,DR,0.057,0.04,0.017,,,,
9,G,2,DR,UM,DR,0.052,0.04,0.012,,,,
9,G,3,WDM,UM,DR,0.047,0.04,0.007,,,,
9,G,4,UM,UM,DR,0.043,0.038,0.005,,,,
9,G,5,DR,DR,M,0.059,0.046,0.013,,,,
9,G,6,UM,DR,M,0.068,0.043,0.025,,,,
9,G,7,WDM,DR,M,0.046,0.044,0.002,,,,
9,G,8,M,DR,M,0.245,0.05,0.195,,,,
9,G,9,None,DR,M,0.041,0.039,0.002,,,,
9,G,10,UM,DR,UM,0.047,0.04,0.007,,,,
9,G,11,None,DR,UM,0.04,0.039,0.001,,,,
9,G,12,M,DR,UM,0.054,0.041,0.013,,,,
9,H,1,M,M,DR,0.051,0.049,0.002,,,,
9,H,2,DR,M,DR,0.061,0.039,0.022,,,,
9,H,3,WDM,M,DR,0.061,0.05,0.011,,,,
9,H,4,UM,M,DR,0.046,0.039,0.007,,,,
9,H,5,DR,UM,M,0.049,0.046,0.003,,,,
9,H,6,UM,UM,M,0.054,0.043,0.011,,,,
9,H,7,WDM,UM,M,0.071,0.04,0.031,,,,
9,H,8,M,UM,M,0.071,0.073,-0.002,,,,
9,H,9,None,UM,M,0.046,0.044,0.002,,,,
9,H,10,UM,UM,UM,0.093,0.041,0.052,,,,
